X	Y	Ex	Ey
 -0.270000000000E-01  0.120000000000E-01  -1125.63254542      -1449244.87291    
 -0.270000000000E-01  0.130000000000E-01  -894.241308131      -1449594.03322    
 -0.270000000000E-01  0.140000000000E-01  -571.531385486      -1449946.49730    
 -0.270000000000E-01  0.150000000000E-01  -222.494193823      -1450267.41743    
 -0.270000000000E-01  0.160000000000E-01   296.991294271      -1450643.19285    
 -0.270000000000E-01  0.170000000000E-01   830.615970600      -1450733.60445    
 -0.270000000000E-01  0.180000000000E-01   1345.45494544      -1450694.26764    
 -0.270000000000E-01  0.190000000000E-01   1962.17342383      -1450593.16684    
 -0.270000000000E-01  0.200000000000E-01   2472.44688114      -1450487.56992    
 -0.270000000000E-01  0.210000000000E-01   3088.84696576      -1450335.41004    
 -0.270000000000E-01  0.220000000000E-01   3748.65848710      -1450148.86537    
 -0.270000000000E-01  0.230000000000E-01   4192.25542306      -1449849.69851    
 -0.270000000000E-01  0.240000000000E-01   4761.20001948      -1449264.03872    
 -0.270000000000E-01  0.250000000000E-01   5320.09425103      -1448535.90427    
 -0.270000000000E-01  0.260000000000E-01   5812.13637785      -1447857.19469    
 -0.270000000000E-01  0.270000000000E-01   5830.35599025      -1447055.52337    
 -0.270000000000E-01  0.280000000000E-01   5782.17605177      -1446236.62069    
 -0.270000000000E-01  0.290000000000E-01   5716.69740346      -1445338.55863    
 -0.270000000000E-01  0.300000000000E-01   5584.36076142      -1444355.10609    
 -0.270000000000E-01  0.310000000000E-01   5452.02411937      -1443371.65354    
 -0.270000000000E-01  0.320000000000E-01   5034.61551053      -1442568.23445    
 -0.270000000000E-01  0.330000000000E-01   4356.94485692      -1441929.18042    
 -0.270000000000E-01  0.340000000000E-01   3622.54002632      -1441215.50993    
 -0.270000000000E-01  0.350000000000E-01   2765.95779538      -1440838.93458    
 -0.270000000000E-01  0.360000000000E-01   1902.01848933      -1440426.60507    
 -0.270000000000E-01  0.370000000000E-01   1065.84824013      -1440141.23819    
 -0.270000000000E-01  0.380000000000E-01   367.032213862      -1439830.41962    
 -0.270000000000E-01  0.390000000000E-01  0.785938044774E-02 -0.781299652973E-01
 -0.270000000000E-01  0.400000000000E-01 -0.470909635428E-03 -0.777587226800E-01
 -0.270000000000E-01  0.410000000000E-01 -0.303693645765E-02 -0.506582862179E-01
