X	Y	Ex	Ey
 -0.290000000000E-01 -0.250000000000E-01   15464.3704226      -1454578.39351    
 -0.290000000000E-01 -0.240000000000E-01   16596.2419219      -1452785.82352    
 -0.290000000000E-01 -0.230000000000E-01   17441.6210407      -1451089.80462    
 -0.290000000000E-01 -0.220000000000E-01   17900.2507875      -1449585.62931    
 -0.290000000000E-01 -0.210000000000E-01   18358.8805343      -1448081.45399    
 -0.290000000000E-01 -0.200000000000E-01   18767.9348036      -1446286.67994    
 -0.290000000000E-01 -0.190000000000E-01   18845.3683497      -1444657.57664    
 -0.290000000000E-01 -0.180000000000E-01   18922.8018958      -1443028.47334    
 -0.290000000000E-01 -0.170000000000E-01   18873.8066296      -1441366.60479    
 -0.290000000000E-01 -0.160000000000E-01   18839.4970473      -1439865.45581    
 -0.290000000000E-01 -0.150000000000E-01   18741.2462457      -1438281.96107    
 -0.290000000000E-01 -0.140000000000E-01   18515.4754520      -1436534.24163    
 -0.290000000000E-01 -0.130000000000E-01   17948.4050198      -1434713.51238    
 -0.290000000000E-01 -0.120000000000E-01   17254.2426237      -1433125.82636    
 -0.290000000000E-01 -0.110000000000E-01   16230.4620173      -1431797.64666    
 -0.290000000000E-01 -0.100000000000E-01   15112.8497968      -1430517.11524    
 -0.290000000000E-01 -0.900000000000E-02   13693.6905306      -1429285.34584    
 -0.290000000000E-01 -0.800000000000E-02   12217.6870691      -1428198.44150    
 -0.290000000000E-01 -0.700000000000E-02   10856.2387117      -1427287.81987    
 -0.290000000000E-01 -0.600000000000E-02   9240.15472628      -1426408.05321    
 -0.290000000000E-01 -0.500000000000E-02   7789.43828825      -1425705.48335    
 -0.290000000000E-01 -0.400000000000E-02   6195.92688781      -1425094.24999    
 -0.290000000000E-01 -0.300000000000E-02   4739.50477907      -1424637.51203    
 -0.290000000000E-01 -0.200000000000E-02   3189.16416942      -1424233.95263    
 -0.290000000000E-01 -0.100000000000E-02   1569.19611776      -1424035.98072    
 -0.290000000000E-01   0.00000000000      -39.0632077715      -1423944.51147    
 -0.290000000000E-01  0.100000000000E-02  -1675.37881419      -1424025.76715    
 -0.290000000000E-01  0.200000000000E-02  -3267.75378389      -1424262.45508    
 -0.290000000000E-01  0.300000000000E-02  -4865.75961846      -1424669.81234    
 -0.290000000000E-01  0.400000000000E-02  -6360.78427264      -1425120.39756    
 -0.290000000000E-01  0.500000000000E-02  -7901.77868208      -1425854.34057    
 -0.290000000000E-01  0.600000000000E-02  -9338.58227307      -1426454.03133    
 -0.290000000000E-01  0.700000000000E-02  -10726.6322475      -1427341.96211    
 -0.290000000000E-01  0.800000000000E-02  -12248.4713196      -1428267.64843    
 -0.290000000000E-01  0.900000000000E-02  -13485.4785565      -1429190.46499    
 -0.290000000000E-01  0.100000000000E-01  -14715.4869686      -1430244.17740    
 -0.290000000000E-01  0.110000000000E-01  -15976.2785799      -1431731.65972    
 -0.290000000000E-01  0.120000000000E-01  -16973.1223658      -1433276.29328    
 -0.290000000000E-01  0.130000000000E-01  -17858.5480683      -1434647.13294    
 -0.290000000000E-01  0.140000000000E-01  -18516.2491226      -1436371.89037    
 -0.290000000000E-01  0.150000000000E-01  -18561.1999042      -1438095.31670    
 -0.290000000000E-01  0.160000000000E-01  -18692.2452221      -1439822.80087    
 -0.290000000000E-01  0.170000000000E-01  -18911.0438697      -1441423.37735    
 -0.290000000000E-01  0.180000000000E-01  -19005.8572372      -1443177.48198    
 -0.290000000000E-01  0.190000000000E-01  -18819.0337458      -1445257.60667    
 -0.290000000000E-01  0.200000000000E-01  -18673.9120941      -1446935.05978    
 -0.290000000000E-01  0.210000000000E-01  -18024.9699405      -1448424.30471    
 -0.290000000000E-01  0.220000000000E-01  -17548.6004658      -1450115.65384    
 -0.290000000000E-01  0.230000000000E-01  -16959.6999760      -1451650.08672    
 -0.290000000000E-01  0.240000000000E-01  -16246.4064922      -1453011.06269    
 -0.290000000000E-01  0.250000000000E-01  -15153.5731571      -1454550.59917    
 -0.290000000000E-01  0.260000000000E-01  -14025.9549900      -1455945.53560    
 -0.290000000000E-01  0.270000000000E-01  -13131.0383435      -1457082.55715    
 -0.290000000000E-01  0.280000000000E-01  -11843.9521114      -1457967.91474    
 -0.290000000000E-01  0.290000000000E-01  -10266.0127225      -1458666.62538    
 -0.290000000000E-01  0.300000000000E-01  -8582.22025072      -1459564.59204    
